Key,Student_ID,Question_ID,Source_Data,Chosen_Option,Reasoning_ID,Reasoning,Score
Pulley9-10-249_q11,Pulley9-10-249,q11,Pulley_Post_Y2,2,q11a,The equation for work is distance pulled times applied force and the distance pulled doubled between the two pulleys.,2
Pulley9-10-249_q13,Pulley9-10-249,q13,Pulley_Post_Y2,3,q13a,The distnace the load moves and the distance the string is pulled are very similar and very small. The equation for MA is distance pulled over distance object moved. If the distance string is pulled is less or close to load moved than the ma will be better.,0
Pulley9-10-249_q14,Pulley9-10-249,q14,Pulley_Post_Y2,1,q14a,"MA is distance pulled over distnace object moved. Thus, pulley A has a better ma because its distance string is pulled is smaller than pulleys b's. ",0
Pulley9-10-248_q3a,Pulley9-10-248,q3a,Pulley_Post_Y2,2,q3b,It would pull more at a time.,0
Pulley9-10-248_q3c,Pulley9-10-248,q3c,Pulley_Post_Y2,2,q3d,By the number of supporting strands.,2
Pulley9-10-248_q4,Pulley9-10-248,q4,Pulley_Post_Y2,1,q4a,It would be smooth to pull up.,1
Pulley9-10-248_q7a1,Pulley9-10-248,q7a1,Pulley_Post_Y2,2,q7a2,By the number of supporting strands.,2
Pulley9-10-248_q7b1,Pulley9-10-248,q7b1,Pulley_Post_Y2,2,q7b2,By the number of supporting strands.,0
Pulley9-10-248_q9,Pulley9-10-248,q9,Pulley_Post_Y2,1,q9a,Jane might not be using the pulley above.,0
Pulley9-10-248_q10,Pulley9-10-248,q10,Pulley_Post_Y2,2,q10a,It would not slide easily.,1
Pulley9-10-248_q11,Pulley9-10-248,q11,Pulley_Post_Y2,2,q11a,You would have to pull more.,1
Pulley9-10-248_q13,Pulley9-10-248,q13,Pulley_Post_Y2,4,q13a,It would have the most supporting strands.,2
Pulley9-10-248_q14,Pulley9-10-248,q14,Pulley_Post_Y2,2,q14a,It has more supporting strands.,0
Pulley9-10-247_q3a,Pulley9-10-247,q3a,Pulley_Post_Y2,3,q3b,You are moving the watermelon over the same distance with a different type of pulley.,0
Pulley9-10-247_q3c,Pulley9-10-247,q3c,Pulley_Post_Y2,1,q3d,it would increase because you are pulling the watermelon upwards so gravity would push on it making it harder for you to pull the watermelon up. ,0
Pulley9-10-247_q4,Pulley9-10-247,q4,Pulley_Post_Y2,1,q4a,if it is well-oiled then the string will slide along the pulley faster and with less applied force.,1
Pulley9-10-247_q7a1,Pulley9-10-247,q7a1,Pulley_Post_Y2,1,q7a2,it would increase because you are pulling the watermelon up which makes the gravity push down on the watermelon.,0
Pulley9-10-247_q7b1,Pulley9-10-247,q7b1,Pulley_Post_Y2,1,q7b2,you are using more work to pull the watermelon up with the gravity pushing on it.,0
Pulley9-10-247_q9,Pulley9-10-247,q9,Pulley_Post_Y2,1,q9a,Mary is doing less work because she is using less force with a pulley  ,0
Pulley9-10-247_q10,Pulley9-10-247,q10,Pulley_Post_Y2,2,q10a,it will use more work because it is rusty and the string might get caught more easily which would change the overall data.,1
Pulley9-10-247_q11,Pulley9-10-247,q11,Pulley_Post_Y2,2,q11a,he had to lift the box to a higher distance so that made him do more work.,1
Pulley9-10-247_q13,Pulley9-10-247,q13,Pulley_Post_Y2,4,q13a,it will have the most MA because it has more pulleys that will reduce the force needed.,1
Pulley9-10-247_q14,Pulley9-10-247,q14,Pulley_Post_Y2,2,q14a,the distance is spread out over a longer distance on pulley b.,0
Pulley9-10-246_q3a,Pulley9-10-246,q3a,Pulley_Post_Y2,3,q3b,you still have to pull it the same amount but it moves farter ,0
Pulley9-10-246_q3c,Pulley9-10-246,q3c,Pulley_Post_Y2,3,q3d,well your load didnt chang and noting else changed then why would force,0
Pulley9-10-246_q4,Pulley9-10-246,q4,Pulley_Post_Y2,1,q4a,a rusty one would be like adding friction to the pulley which would effect the applied force,2
Pulley9-10-246_q7a1,Pulley9-10-246,q7a1,Pulley_Post_Y2,2,q7a2,because the single fixed has less MA so the force is high but the single movable has more MA so less force,2
Pulley9-10-246_q7b1,Pulley9-10-246,q7b1,Pulley_Post_Y2,2,q7b2,if the force decreases the work decreases,0
Pulley9-10-246_q9,Pulley9-10-246,q9,Pulley_Post_Y2,4,q9a,well how do you calculate work without knowing the force it took,0
Pulley9-10-246_q10,Pulley9-10-246,q10,Pulley_Post_Y2,2,q10a,rusty will give you more force which gives you more work,2
Pulley9-10-246_q11,Pulley9-10-246,q11,Pulley_Post_Y2,2,q11a,more distance you have the more work you have same with force because force * distance gets you work,1
Pulley9-10-246_q13,Pulley9-10-246,q13,Pulley_Post_Y2,4,q13a,you have to pull it a long way and you always pull it the same distance,2
Pulley9-10-246_q14,Pulley9-10-246,q14,Pulley_Post_Y2,3,q14a,you still pull the same amount and the load moves the same height,2
Pulley9-10-245_q3a,Pulley9-10-245,q3a,Pulley_Post_Y2,1,q3b,Because the pulley moves with the pull,1
Pulley9-10-245_q3c,Pulley9-10-245,q3c,Pulley_Post_Y2,2,q3d,A single movabel pulley Decreases AF,1
Pulley9-10-245_q4,Pulley9-10-245,q4,Pulley_Post_Y2,1,q4a,its easy to slide the pulley,1
Pulley9-10-245_q7a1,Pulley9-10-245,q7a1,Pulley_Post_Y2,2,q7a2,single monable pulleys make the AF go down,1
Pulley9-10-245_q7b1,Pulley9-10-245,q7b1,Pulley_Post_Y2,3,q7b2,Work always stays the same,1
Pulley9-10-245_q9,Pulley9-10-245,q9,Pulley_Post_Y2,4,q9a,i really dont know,0
Pulley9-10-245_q10,Pulley9-10-245,q10,Pulley_Post_Y2,2,q10a,A rusty one will break ,1
Pulley9-10-245_q11,Pulley9-10-245,q11,Pulley_Post_Y2,3,q11a,he is using  the smae pullye,0
Pulley9-10-245_q13,Pulley9-10-245,q13,Pulley_Post_Y2,2,q13a,because it can,0
Pulley9-10-245_q14,Pulley9-10-245,q14,Pulley_Post_Y2,2,q14a,I think bcause its bigger,0
Pulley9-10-244_q3a,Pulley9-10-244,q3a,Pulley_Post_Y2,1,q3b,It will increase because you are using a single movable pulley instead of a single fixed pulley.,1
Pulley9-10-244_q3c,Pulley9-10-244,q3c,Pulley_Post_Y2,1,q3d,You are using more work when you use the single movable pulley because you pull up.,0
Pulley9-10-244_q4,Pulley9-10-244,q4,Pulley_Post_Y2,2,q4a,With a rusty pulley it will have more grip.,0
Pulley9-10-244_q7a1,Pulley9-10-244,q7a1,Pulley_Post_Y2,1,q7a2,there is no friction so the applied force will increase because you will get all the work.,0
Pulley9-10-244_q7b1,Pulley9-10-244,q7b1,Pulley_Post_Y2,1,q7b2,You get all the work if you take out all the friction.,0
Pulley9-10-244_q9,Pulley9-10-244,q9,Pulley_Post_Y2,1,q9a,Jane has no pulley to use.,0
Pulley9-10-244_q10,Pulley9-10-244,q10,Pulley_Post_Y2,2,q10a,The pulley will have more grip.,1
Pulley9-10-244_q11,Pulley9-10-244,q11,Pulley_Post_Y2,2,q11a,He had to lift the box higher the second time.,1
Pulley9-10-244_q13,Pulley9-10-244,q13,Pulley_Post_Y2,2,q13a,It will have more supporting strands which increases MA.,0
Pulley9-10-244_q14,Pulley9-10-244,q14,Pulley_Post_Y2,3,q14a,They have same amount of supporting strands and using more pulleys doesnt increase MA.,2
Pulley9-10-243_q3a,Pulley9-10-243,q3a,Pulley_Post_Y2,1,q3b,it would increase because force decreased,2
Pulley9-10-243_q3c,Pulley9-10-243,q3c,Pulley_Post_Y2,2,q3d,it decreases because distance increases,2
Pulley9-10-243_q4,Pulley9-10-243,q4,Pulley_Post_Y2,1,q4a,it would move slowly if it had more friction,2
Pulley9-10-243_q7a1,Pulley9-10-243,q7a1,Pulley_Post_Y2,2,q7a2,the pulleyit moves with the load making it easyier to move,1
Pulley9-10-243_q7b1,Pulley9-10-243,q7b1,Pulley_Post_Y2,3,q7b2,it always stays the same because if distance goes up than force goes down and vis versa,2
Pulley9-10-243_q9,Pulley9-10-243,q9,Pulley_Post_Y2,3,q9a,it is always the same if height is the same,2
Pulley9-10-243_q10,Pulley9-10-243,q10,Pulley_Post_Y2,2,q10a,it whould have more friction,0
Pulley9-10-243_q11,Pulley9-10-243,q11,Pulley_Post_Y2,2,q11a,it is higher and same box and pulley,1
Pulley9-10-243_q13,Pulley9-10-243,q13,Pulley_Post_Y2,4,q13a,it reduces the distance most,0
Pulley9-10-243_q14,Pulley9-10-243,q14,Pulley_Post_Y2,2,q14a,it gives less force but more distance to pull.,0
Pulley9-10-242_q3a,Pulley9-10-242,q3a,Pulley_Post_Y2,3,q3b,"The moveable doesn't change the distance, only the force.",0
Pulley9-10-242_q3c,Pulley9-10-242,q3c,Pulley_Post_Y2,2,q3d,moveable pulleys decrease AF ,1
Pulley9-10-242_q4,Pulley9-10-242,q4,Pulley_Post_Y2,1,q4a,THere is less friction,2
Pulley9-10-242_q7a1,Pulley9-10-242,q7a1,Pulley_Post_Y2,2,q7a2,Moveable pulleys need less AF,1
Pulley9-10-242_q7b1,Pulley9-10-242,q7b1,Pulley_Post_Y2,3,q7b2,"the distance and force increase/decrease at the same rate, so it would stay the same",2
Pulley9-10-242_q9,Pulley9-10-242,q9,Pulley_Post_Y2,3,q9a,"The AF goes down for the pulley, but the distance goes up at the same rate, so they do the same amount of work. ",2
Pulley9-10-242_q10,Pulley9-10-242,q10,Pulley_Post_Y2,1,q10a,"there is less friction, so there is less work",0
Pulley9-10-242_q11,Pulley9-10-242,q11,Pulley_Post_Y2,2,q11a,"W=FD, and 2 meters is longer than 1 meter",1
Pulley9-10-242_q13,Pulley9-10-242,q13,Pulley_Post_Y2,4,q13a,I can't remember what I was going to type,0
Pulley9-10-242_q14,Pulley9-10-242,q14,Pulley_Post_Y2,2,q14a,more pulleys = more MA ,0
Pulley9-10-241_q3a,Pulley9-10-241,q3a,Pulley_Post_Y2,2,q3b,A single moveable pulley has less AF so then the distance pulled would decrease. ,0
Pulley9-10-241_q3c,Pulley9-10-241,q3c,Pulley_Post_Y2,2,q3d,a single fixed pulley just gets the job done and a single moveable pulley has the AF going in the same direction as the pulley which reduces the AF.,1
Pulley9-10-241_q4,Pulley9-10-241,q4,Pulley_Post_Y2,3,q4a,the AF doesnt change in a single fixed pulley it just gets the job done,0
Pulley9-10-241_q7a1,Pulley9-10-241,q7a1,Pulley_Post_Y2,2,q7a2,the AF will decrease because the load is going in the same direction of the AF,1
Pulley9-10-241_q7b1,Pulley9-10-241,q7b1,Pulley_Post_Y2,1,q7b2,the work done would increase because the AF decreased,0
Pulley9-10-241_q9,Pulley9-10-241,q9,Pulley_Post_Y2,4,q9a,need to know how much force is the box,0
Pulley9-10-241_q10,Pulley9-10-241,q10,Pulley_Post_Y2,3,q10a,the height and the load are the same so it doesnt make a difference ,0
Pulley9-10-241_q11,Pulley9-10-241,q11,Pulley_Post_Y2,2,q11a,the height differs so the work increases,1
Pulley9-10-241_q13,Pulley9-10-241,q13,Pulley_Post_Y2,4,q13a,the compound pulley gives more MA because the AF is reduced adn it uses more pulleys,1
Pulley9-10-241_q14,Pulley9-10-241,q14,Pulley_Post_Y2,3,q14a,the MA doesnt change because the pulleys just are single fixed pulleys they dont do anything they just get the job done,1
Pulley9-10-240_q3a,Pulley9-10-240,q3a,Pulley_Post_Y2,3,q3b,It would stay the same because if you pull it up or down you will still you the same amount of string or distance pulled.,0
Pulley9-10-240_q3c,Pulley9-10-240,q3c,Pulley_Post_Y2,3,q3d,The applied force would stay the same becauseyour either pulling it up or pulling it down it is the same either way.,0
Pulley9-10-240_q4,Pulley9-10-240,q4,Pulley_Post_Y2,2,q4a,I chose a rusty pulley that needs to be oiled because if it were well oiled then if you let go the string would slip right off the pulley. With a rusty one it might not work as swiftly and it might get caught but it won't slide off. I think at least.,0
Pulley9-10-240_q7a1,Pulley9-10-240,q7a1,Pulley_Post_Y2,1,q7a2,"The applied force needed would increase because your pulling up, away from the center of the earth there for causing more gravity to pull it down using more applied force.",0
Pulley9-10-240_q7b1,Pulley9-10-240,q7b1,Pulley_Post_Y2,1,q7b2,"The applied force needed would increase because your pulling up, away from the center of the earth there for causing more gravity to pull it down using more applied force.",0
Pulley9-10-240_q9,Pulley9-10-240,q9,Pulley_Post_Y2,2,q9a,Mary is doing more work because it will run into the pulley.,0
Pulley9-10-240_q10,Pulley9-10-240,q10,Pulley_Post_Y2,2,q10a,I chose a rusty pulley that needs to be oiled because if it were well oiled then if you let go the string would slip right off the pulley. With a rusty one it might not work as swiftly and it might get caught but it won't slide off. I think at least.,1
Pulley9-10-240_q11,Pulley9-10-240,q11,Pulley_Post_Y2,2,q11a,Because have more distance there for causing the distance to go up and that makes work go up if you think about the formula: force*distance=work.,2
Pulley9-10-240_q13,Pulley9-10-240,q13,Pulley_Post_Y2,4,q13a,Because the more pulleys the more MA,1
Pulley9-10-240_q14,Pulley9-10-240,q14,Pulley_Post_Y2,1,q14a,I chose A because in real life experiments it shows that the B breaks a lot and is really hard to make work. ,0
Pulley9-10-24_q3a,Pulley9-10-24,q3a,Pulley_Post_Y2,3,q3b,"Just because you change the pulley system, doesn't mean that you have different string lengths. ",0
Pulley9-10-24_q3c,Pulley9-10-24,q3c,Pulley_Post_Y2,2,q3d,"A fixed pulley doesn't really effect the applied force,but a movable pulley does.",1
Pulley9-10-24_q4,Pulley9-10-24,q4,Pulley_Post_Y2,1,q4a,A pulley that is well oiled will run alot smoother and apply less friction than a rusty pulley.,2
Pulley9-10-24_q7a1,Pulley9-10-24,q7a1,Pulley_Post_Y2,2,q7a2,"A fixed pulley doesn't really effect the applied force,but a movable pulley does.",1
Pulley9-10-24_q7b1,Pulley9-10-24,q7b1,Pulley_Post_Y2,2,q7b2,"Since the applied force went down, and applied force is in the equation for work, then that would result to the work decreasing too.",0
Pulley9-10-24_q9,Pulley9-10-24,q9,Pulley_Post_Y2,1,q9a,"When you are using a pulley, you are applying less force, so since force is in the equation for work, the pulley is doing less work.",0
Pulley9-10-24_q10,Pulley9-10-24,q10,Pulley_Post_Y2,2,q10a,"A rusty pulley will make you apply more force, and since force is the equation for work, it will give you more work. Also, a rusty pulley will apply more friction, again giving more applied force.",2
Pulley9-10-24_q11,Pulley9-10-24,q11,Pulley_Post_Y2,2,q11a,"Since you have to lift the object further, you are going a longer distance, but applying less force. Just like for the inclined planes. Although it is going a further distance and applying less force, the efficency for both pulleys stays the same-100%.",1
Pulley9-10-24_q13,Pulley9-10-24,q13,Pulley_Post_Y2,4,q13a,"The more pulleys and strings you have, the less applied force their is, so the number over the top will be bigger, giving a larger percent. ",2
Pulley9-10-24_q14,Pulley9-10-24,q14,Pulley_Post_Y2,2,q14a,"MA is measured by length/height, so the length on pulley B is longer, therefore giving it more MA.",0
Pulley9-10-239_q3a,Pulley9-10-239,q3a,Pulley_Post_Y2,1,q3b,if one used a single movable pulley the person would have to pull above the tree house in order for the watermelon to reach the tree house,0
Pulley9-10-239_q3c,Pulley9-10-239,q3c,Pulley_Post_Y2,3,q3d,both of the pulleys reduce force and make the work easiar but the both would reduce the same amount of force ignoring friction.,0
Pulley9-10-239_q4,Pulley9-10-239,q4,Pulley_Post_Y2,1,q4a,the less friction produced the less force would be needed to apply ,2
Pulley9-10-239_q7a1,Pulley9-10-239,q7a1,Pulley_Post_Y2,3,q7a2,"both pulleys reduce force and make work easier but, they would essentially have the same amount of force being applied because of no friction ",0
Pulley9-10-239_q7b1,Pulley9-10-239,q7b1,Pulley_Post_Y2,3,q7b2,"the work is always the same as long as the distance has not increased, but the work would seem easier",1
Pulley9-10-239_q9,Pulley9-10-239,q9,Pulley_Post_Y2,3,q9a,"the work stays the same as long as the variables are the same, but mary's work will seem easier",2
Pulley9-10-239_q10,Pulley9-10-239,q10,Pulley_Post_Y2,1,q10a,the work that has the less applied force will have less work the more friction the higher the applied force is,0
Pulley9-10-239_q11,Pulley9-10-239,q11,Pulley_Post_Y2,2,q11a,on box 2 the distance pulled and moved were greater therefore the second box required more work to be done ,1
Pulley9-10-239_q13,Pulley9-10-239,q13,Pulley_Post_Y2,4,q13a,the pulley with the greatest distance from the force will have the most MA,2
Pulley9-10-239_q14,Pulley9-10-239,q14,Pulley_Post_Y2,2,q14a,the greater distance the load is from the force the more MA it will have,0
Pulley9-10-238_q3a,Pulley9-10-238,q3a,Pulley_Post_Y2,1,q3b,"It would because the single movable pulley, you have to pull straight up and when you pull straight up you have created more distance.",1
Pulley9-10-238_q3c,Pulley9-10-238,q3c,Pulley_Post_Y2,1,q3d,Less applied force because when you pull up you have to have more appplied force in order to pull your object up.,0
Pulley9-10-238_q4,Pulley9-10-238,q4,Pulley_Post_Y2,1,q4a,A well oiled pulley is smooth and clean and when your rope goes on or slides over the pulley wheel it runs faster. But when you have a rusty pulley that needs to be oiled it is like you have friction but you don't and it is hard to pull your object up.,2
Pulley9-10-238_q7a1,Pulley9-10-238,q7a1,Pulley_Post_Y2,1,q7a2,A single movable pulley you have to lift straigh tup and that automaticly inreases your applied force.,0
Pulley9-10-238_q7b1,Pulley9-10-238,q7b1,Pulley_Post_Y2,3,q7b2,If your height doesn;t change and you have no friction you work would be the same.,3
Pulley9-10-238_q9,Pulley9-10-238,q9,Pulley_Post_Y2,3,q9a,If your height doesn't change or you have not put in friction then your work stays the same because you lifted the object up to the same height.,2
Pulley9-10-238_q10,Pulley9-10-238,q10,Pulley_Post_Y2,4,q10a,Is there friction?,0
Pulley9-10-238_q11,Pulley9-10-238,q11,Pulley_Post_Y2,2,q11a,Your height is doubled there for you work has to.,1
Pulley9-10-238_q13,Pulley9-10-238,q13,Pulley_Post_Y2,4,q13a,The more compound or the more wheels your M.A. is how many strings you have.,1
Pulley9-10-238_q14,Pulley9-10-238,q14,Pulley_Post_Y2,2,q14a,The more wheels you have and the longer string is the more M.A.,0
Pulley9-10-237_q3a,Pulley9-10-237,q3a,Pulley_Post_Y2,3,q3b,because it is lifting stright up,0
Pulley9-10-237_q3c,Pulley9-10-237,q3c,Pulley_Post_Y2,4,q3d,Not enough information to decide,0
Pulley9-10-237_q4,Pulley9-10-237,q4,Pulley_Post_Y2,1,q4a,Not enough information to decide,0
Pulley9-10-237_q7a1,Pulley9-10-237,q7a1,Pulley_Post_Y2,4,q7a2,Not enough information to decide ,0
Pulley9-10-237_q7b1,Pulley9-10-237,q7b1,Pulley_Post_Y2,3,q7b2,becuse your pulling stright up,0
Pulley9-10-237_q9,Pulley9-10-237,q9,Pulley_Post_Y2,3,q9a,because there both semple macines,1
Pulley9-10-237_q10,Pulley9-10-237,q10,Pulley_Post_Y2,4,q10a,Not enough information to decide,0
Pulley9-10-237_q11,Pulley9-10-237,q11,Pulley_Post_Y2,2,q11a,idk,0
Pulley9-10-237_q13,Pulley9-10-237,q13,Pulley_Post_Y2,2,q13a,more m.a. less a.f,0
Pulley9-10-237_q14,Pulley9-10-237,q14,Pulley_Post_Y2,2,q14a,because it has two pullys,0
Pulley9-10-236_q3a,Pulley9-10-236,q3a,Pulley_Post_Y2,1,q3b,because you changed it to a moveble pully ,1
Pulley9-10-236_q3c,Pulley9-10-236,q3c,Pulley_Post_Y2,2,q3d,becuase you are using a movable pully,1
Pulley9-10-236_q4,Pulley9-10-236,q4,Pulley_Post_Y2,4,q4a,dont know,0
Pulley9-10-236_q7a1,Pulley9-10-236,q7a1,Pulley_Post_Y2,2,q7a2,because there is two wheels,0
Pulley9-10-236_q7b1,Pulley9-10-236,q7b1,Pulley_Post_Y2,2,q7b2,0,0
Pulley9-10-236_q9,Pulley9-10-236,q9,Pulley_Post_Y2,1,q9a,jane onlly has one wheel,0
Pulley9-10-236_q10,Pulley9-10-236,q10,Pulley_Post_Y2,4,q10a,dont know,0
Pulley9-10-236_q11,Pulley9-10-236,q11,Pulley_Post_Y2,1,q11a,he is not lefting it not as high,0
Pulley9-10-236_q13,Pulley9-10-236,q13,Pulley_Post_Y2,4,q13a,there is more wheels,1
Pulley9-10-236_q14,Pulley9-10-236,q14,Pulley_Post_Y2,3,q14a,there is only one suporting stran on both of them,2
Pulley9-10-235_q3a,Pulley9-10-235,q3a,Pulley_Post_Y2,3,q3b,because it is still being lifted up to your tree house,0
Pulley9-10-235_q3c,Pulley9-10-235,q3c,Pulley_Post_Y2,2,q3d,a single fixed pulley is like just lifting the water mellon  from the ground to the tree house ,1
Pulley9-10-235_q4,Pulley9-10-235,q4,Pulley_Post_Y2,1,q4a,it will cause less friction to pull,2
Pulley9-10-235_q7a1,Pulley9-10-235,q7a1,Pulley_Post_Y2,2,q7a2,same as number 4,1
Pulley9-10-235_q7b1,Pulley9-10-235,q7b1,Pulley_Post_Y2,2,q7b2,because the aplied force decreased,0
Pulley9-10-235_q9,Pulley9-10-235,q9,Pulley_Post_Y2,1,q9a,jane is using a pulley,0
Pulley9-10-235_q10,Pulley9-10-235,q10,Pulley_Post_Y2,1,q10a,?,0
Pulley9-10-235_q11,Pulley9-10-235,q11,Pulley_Post_Y2,2,q11a, the distance was changed,1
Pulley9-10-235_q13,Pulley9-10-235,q13,Pulley_Post_Y2,4,q13a,i can't explain,0
Pulley9-10-235_q14,Pulley9-10-235,q14,Pulley_Post_Y2,3,q14a,because single fixed puleys have a MA of 1,1
Pulley9-10-234_q3a,Pulley9-10-234,q3a,Pulley_Post_Y2,1,q3b,It would increse because you have to pull the string more to move it since it's a moveable.,1
Pulley9-10-234_q3c,Pulley9-10-234,q3c,Pulley_Post_Y2,1,q3d,you would have pull the string harder to move it.,0
Pulley9-10-234_q4,Pulley9-10-234,q4,Pulley_Post_Y2,1,q4a,I think a well oiled pulley because if it's rusty you have to pull it harder to move it up if it's oiled it slides easier.,1
Pulley9-10-234_q7a1,Pulley9-10-234,q7a1,Pulley_Post_Y2,1,q7a2,because you have to pull the string more to move it across.,0
Pulley9-10-234_q7b1,Pulley9-10-234,q7b1,Pulley_Post_Y2,1,q7b2,you would be increasing fource and distance to move it and fource X distance =work.,0
Pulley9-10-234_q9,Pulley9-10-234,q9,Pulley_Post_Y2,1,q9a,Jane does more work because she does't use a pulley she just lifts it sraight up while Mary uses a pulley to lift it up,0
Pulley9-10-234_q10,Pulley9-10-234,q10,Pulley_Post_Y2,2,q10a,a rusty one because if its oiled its super easy to move but if its rusty it's more difficult to lift of the ground,1
Pulley9-10-234_q11,Pulley9-10-234,q11,Pulley_Post_Y2,2,q11a,he has to lift it higher and its the same pulley so the one lifting higher does more work.,1
Pulley9-10-234_q13,Pulley9-10-234,q13,Pulley_Post_Y2,2,q13a,if its harder to lift then it means it has less MA,0
Pulley9-10-234_q14,Pulley9-10-234,q14,Pulley_Post_Y2,1,q14a,its easier to lift so that means it has more ma,0
Pulley9-10-233_q3a,Pulley9-10-233,q3a,Pulley_Post_Y2,4,q3b,I don't know which distance it's talking about. Whether it's how far I pulled the string or how far the object moved.,0
Pulley9-10-233_q3c,Pulley9-10-233,q3c,Pulley_Post_Y2,2,q3d,"A fixed pulley does not reduce force it only changes the direction of it, and a movable pulley does reduce force but it doesn't change the direction.",1
Pulley9-10-233_q4,Pulley9-10-233,q4,Pulley_Post_Y2,1,q4a,There will be more friction with the rusty pulley and the more friction there is the more force you need.,2
Pulley9-10-233_q7a1,Pulley9-10-233,q7a1,Pulley_Post_Y2,2,q7a2,"A fixed pulley does not reduce force it only changes the direction of it, and a movable pulley does reduce force but it doesn't change the direction.",1
Pulley9-10-233_q7b1,Pulley9-10-233,q7b1,Pulley_Post_Y2,3,q7b2,Even though the force is being decreased the distance that you pull the string will increase.,2
Pulley9-10-233_q9,Pulley9-10-233,q9,Pulley_Post_Y2,3,q9a,"Jane is using more force but over a shorter distance, and Mary is using less force but over a longer distance.",2
Pulley9-10-233_q10,Pulley9-10-233,q10,Pulley_Post_Y2,2,q10a,You will have to pull the same amount for both pulleys but the rusty one needs more force to maove so the work will be higher.,2
Pulley9-10-233_q11,Pulley9-10-233,q11,Pulley_Post_Y2,2,q11a,He still has to use the same amount of force to pull the box up but he will have to pull box 2 farther so he will do more work.,2
Pulley9-10-233_q13,Pulley9-10-233,q13,Pulley_Post_Y2,1,q13a,MA is calculated by dividing the distance you pull the string by the distance th object actually moves so if you pull a box to the same height with each pulley then a single fixed pulley will give you more mechanical advantage because you won't have to pull the string as far.,0
Pulley9-10-233_q14,Pulley9-10-233,q14,Pulley_Post_Y2,1,q14a,You don't have to pull the string as far.,0
Pulley9-10-232_q3a,Pulley9-10-232,q3a,Pulley_Post_Y2,2,q3b,Single movables really only go straight or down. They don't go up :),0
Pulley9-10-232_q3c,Pulley9-10-232,q3c,Pulley_Post_Y2,1,q3d,You would need to push it really hard :),0
Pulley9-10-232_q4,Pulley9-10-232,q4,Pulley_Post_Y2,1,q4a,It will make it easier to hold on to it depending on the oil. we didn't study this.:(,1
Pulley9-10-232_q7a1,Pulley9-10-232,q7a1,Pulley_Post_Y2,1,q7a2,You would need to push it really hard          PS. same as #3d,0
Pulley9-10-232_q7b1,Pulley9-10-232,q7b1,Pulley_Post_Y2,1,q7b2,it would be dificult to get it up when a single movable only goes straight or down.,0
Pulley9-10-232_q9,Pulley9-10-232,q9,Pulley_Post_Y2,1,q9a,She has to lift it straight up,0
Pulley9-10-232_q10,Pulley9-10-232,q10,Pulley_Post_Y2,1,q10a,It will cling better,1
Pulley9-10-232_q11,Pulley9-10-232,q11,Pulley_Post_Y2,1,q11a,"It is lower, so he can stop working after that.",0
Pulley9-10-232_q13,Pulley9-10-232,q13,Pulley_Post_Y2,4,q13a,"It has ""more strings"" making it easier to pull.",2
Pulley9-10-232_q14,Pulley9-10-232,q14,Pulley_Post_Y2,1,q14a,You might as well be lifting it straight up,0
Pulley9-10-231_q3a,Pulley9-10-231,q3a,Pulley_Post_Y2,1,q3b,because the way it's set up,0
Pulley9-10-231_q3c,Pulley9-10-231,q3c,Pulley_Post_Y2,2,q3d,we tested it,1
Pulley9-10-231_q4,Pulley9-10-231,q4,Pulley_Post_Y2,1,q4a,"if it's rusty there will be more frition, and there will be less friction if it is well oiled",2
Pulley9-10-231_q7a1,Pulley9-10-231,q7a1,Pulley_Post_Y2,2,q7a2,we tested it and found out it used less applied force,1
Pulley9-10-231_q7b1,Pulley9-10-231,q7b1,Pulley_Post_Y2,2,q7b2,it used less force,0
Pulley9-10-231_q9,Pulley9-10-231,q9,Pulley_Post_Y2,1,q9a,the pulley uses less force,0
Pulley9-10-231_q10,Pulley9-10-231,q10,Pulley_Post_Y2,1,q10a,a well oiled pulley uses less force,2
Pulley9-10-231_q11,Pulley9-10-231,q11,Pulley_Post_Y2,2,q11a,"there is more distance, meaning more work",1
Pulley9-10-231_q13,Pulley9-10-231,q13,Pulley_Post_Y2,4,q13a,we tested it and found out that compound pulleys have more MA,1
Pulley9-10-231_q14,Pulley9-10-231,q14,Pulley_Post_Y2,1,q14a,we tested it and found out that an extra fixed pulley has less MA,0
Pulley9-10-230_q3a,Pulley9-10-230,q3a,Pulley_Post_Y2,1,q3b,The distance would increase because the force would decrease.,2
Pulley9-10-230_q3c,Pulley9-10-230,q3c,Pulley_Post_Y2,2,q3d,The applied force would decrease because the distance would increase.,2
Pulley9-10-230_q4,Pulley9-10-230,q4,Pulley_Post_Y2,1,q4a,A well-oiled pulley would have less friction.,2
Pulley9-10-230_q7a1,Pulley9-10-230,q7a1,Pulley_Post_Y2,2,q7a2,Sigle movable pulleys need less applied force than single fixed pulleys.,1
Pulley9-10-230_q7b1,Pulley9-10-230,q7b1,Pulley_Post_Y2,3,q7b2,"The force would decrease, but the distance would increase.",2
Pulley9-10-230_q9,Pulley9-10-230,q9,Pulley_Post_Y2,3,q9a,"The force would decrease, but the distance would increase.",2
Pulley9-10-230_q10,Pulley9-10-230,q10,Pulley_Post_Y2,2,q10a,A rusty pulley would require more force and the same amount of distance. ,2
Pulley9-10-230_q11,Pulley9-10-230,q11,Pulley_Post_Y2,2,q11a,"The second needed more distance, but the same amount of applied force.",2
